,/'DataLog'/'Speed',/'DataLog'/'FrontBPS',/'DataLog'/'RearBPS',/'DataLog'/'Active_Regen_Flag ',/'DataLog'/'RegenStatus',/'DataLog'/'Regen_Flag',/'DataLog'/'Regen_Limit',/'DataLog'/'Rear_Bps_Value',/'DataLog'/'Front_BPS_Value',/'DataLog'/'Throttle',/'DataLog'/'Torque_Act',/'DataLog'/'Kalman_Filter_SOC',/'DataLog'/'STA_BrakeStatus ',/'DataLog'/'Vehicle_Speed',/'DataLog'/'Throttle(%)'
64.21000000000001,7176.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,22.0
64.22,7175.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,33.0
64.23,7176.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,69.0
64.24,7175.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,89.0,1.0,92.0,1.0,3.0,89.0
64.25,7174.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,30.0,1.0,92.0,1.0,3.0,0.0
64.26,7174.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,61.0,1.0,92.0,1.0,3.0,14.0
64.27,7161.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,79.0,-0.0,92.0,1.0,3.0,79.0
64.28,7136.0,1.3,3.1,0.0,1.0,0.0,5.0,0.0,0.0,100.0,0.0,92.0,1.0,3.0,34.0
64.29,7097.0,0.3,0.8,0.0,1.0,0.0,5.0,0.0,0.0,100.0,-0.0,92.0,1.0,3.0,21.0
64.3,7078.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,100.0,-0.0,92.0,1.0,3.0,16.0
64.31,7018.0,1.7,4.3,0.0,1.0,0.0,5.0,0.0,0.0,100.0,0.0,92.0,1.0,3.0,11.0
64.32000000000001,6977.0,3.1,6.8,0.0,1.0,0.0,5.0,0.0,0.0,100.0,0.0,92.0,1.0,3.0,10.0
64.33,6958.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,100.0,0.0,92.0,1.0,3.0,0.0
64.34,6920.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,92.0,1.0,3.0,0.0
64.35,6885.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,3.0,92.0,1.0,3.0,0.0
64.36,6924.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,6.0,92.0,1.0,3.0,0.0
64.37,7020.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,6.0,92.0,1.0,3.0,0.0
64.38,7186.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,3.0,92.0,1.0,3.0,0.0
64.39,7227.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,2.0,92.0,1.0,3.0,0.0
64.4,7258.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,0.0
64.41,7282.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,92.0,1.0,3.0,0.0
64.42,7269.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,92.0,1.0,3.0,0.0
64.43,7242.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,92.0,1.0,3.0,0.0
64.44,7225.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,-0.0,92.0,1.0,3.0,0.0
64.45,7197.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,0.0
64.46000000000001,7177.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,2.0,92.0,1.0,3.0,0.0
64.47,7171.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,2.0,92.0,1.0,3.0,0.0
64.48,7175.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,2.0,92.0,1.0,3.0,0.0
64.49,7183.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,2.0,92.0,1.0,3.0,0.0
64.5,7188.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,0.0
64.51,7193.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,0.0
64.52,7196.0,4.3,8.9,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,0.0
64.53,7194.0,4.4,8.9,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,0.0
64.54,7192.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,0.0
64.55,7189.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,0.0
64.56,7188.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,0.0
64.57000000000001,7188.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,0.0
64.58,7187.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,2.0,92.0,1.0,3.0,0.0
64.59,7186.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,0.0
64.6,7186.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,0.0
64.61,7187.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,0.0
64.62,7188.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,0.0
64.63,7186.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,0.0
64.64,7186.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,0.0
64.65,7185.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,0.0
64.66,7184.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,0.0
64.67,7185.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,92.0,1.0,3.0,0.0
64.68,7180.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,-0.0,92.0,1.0,3.0,0.0
64.69,7172.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,-0.0,92.0,1.0,3.0,0.0
64.7,7121.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,4.0,-0.0,92.0,1.0,3.0,0.0
64.71000000000001,7065.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,23.0,-1.0,92.0,1.0,3.0,0.0
64.72,6995.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,80.0,-2.0,92.0,1.0,3.0,0.0
64.73,6955.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,100.0,-2.0,92.0,1.0,3.0,0.0
64.74,6817.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,100.0,-2.0,92.0,1.0,3.0,0.0
64.75,6738.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,100.0,-0.0,92.0,1.0,3.0,0.0
64.76,6674.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,100.0,0.0,92.0,1.0,3.0,0.0
64.77,6648.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,100.0,0.0,92.0,1.0,3.0,0.0
64.78,6580.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,92.0,1.0,3.0,0.0
64.79,6543.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,0.0
64.8,6539.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,6.0,92.0,1.0,3.0,0.0
64.81,6657.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,8.0,92.0,1.0,3.0,0.0
64.82000000000001,6727.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,8.0,92.0,1.0,3.0,0.0
64.83,6892.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,8.0,92.0,1.0,3.0,0.0
64.84,7072.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,6.0,92.0,1.0,3.0,0.0
64.85,7233.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,3.0,92.0,1.0,3.0,0.0
64.86,7368.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,92.0,1.0,3.0,0.0
64.87,7384.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,92.0,1.0,3.0,0.0
64.88,7390.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,92.0,1.0,3.0,0.0
64.89,7383.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,92.0,1.0,3.0,0.0
64.9,7346.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,92.0,1.0,3.0,0.0
64.91,7312.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,92.0,1.0,3.0,0.0
64.92,7275.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,92.0,1.0,3.0,0.0
64.93,7256.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,92.0,1.0,3.0,0.0
64.94,7200.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,92.0,1.0,3.0,0.0
64.95,7172.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,0.0
64.96000000000001,7159.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,2.0,92.0,1.0,3.0,0.0
64.97,7158.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,0.0
64.98,7164.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,2.0,92.0,1.0,3.0,0.0
64.99,7174.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,2.0,92.0,1.0,3.0,0.0
65.0,7179.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,0.0
65.01,7184.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,0.0
65.02,7186.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,92.0,1.0,3.0,0.0
65.03,7185.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,2.0,1.0,92.0,1.0,3.0,0.0
65.04,7169.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,-0.0,92.0,1.0,3.0,0.0
65.05,7156.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,-0.0,92.0,1.0,3.0,0.0
65.06,7104.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,-0.0,92.0,1.0,3.0,0.0
65.07000000000001,7067.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,92.0,1.0,3.0,0.0
65.08,7047.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,92.0,1.0,3.0,0.0
65.09,7028.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,92.0,1.0,3.0,0.0
65.1,6990.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,92.0,1.0,3.0,0.0
65.11,6944.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,2.0,92.0,1.0,3.0,0.0
65.12,6962.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,5.0,92.0,1.0,3.0,0.0
65.13,7038.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,5.0,92.0,1.0,3.0,0.0
65.14,7129.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,4.0,92.0,1.0,3.0,0.0
65.15,7207.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,2.0,92.0,1.0,3.0,0.0
65.16,7252.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,0.0
65.17,7261.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,82.0,0.0,92.0,1.0,3.0,0.0
65.18,7237.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,24.0,0.0,92.0,1.0,3.0,0.0
65.19,7222.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,34.0,-0.0,92.0,1.0,3.0,0.0
65.2,7182.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,81.0,-1.0,92.0,1.0,3.0,0.0
65.21000000000001,7157.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,-1.0,92.0,1.0,3.0,0.0
65.22,7069.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,-0.0,92.0,1.0,3.0,0.0
65.23,7015.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,92.0,1.0,3.0,0.0
65.24,6966.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,92.0,1.0,3.0,0.0
65.25,6901.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,92.0,1.0,3.0,0.0
65.26,6863.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,92.0,1.0,3.0,0.0
65.27,6847.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,0.0
65.28,6844.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,6.0,92.0,1.0,3.0,0.0
65.29,6904.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,8.0,92.0,1.0,3.0,0.0
65.3,7085.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,6.0,92.0,1.0,3.0,0.0
65.31,7203.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,3.0,92.0,1.0,3.0,0.0
65.32000000000001,7247.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,0.0
65.33,7291.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,92.0,1.0,3.0,0.0
65.34,7293.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,92.0,1.0,3.0,0.0
65.35,7282.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,92.0,1.0,3.0,0.0
65.36,7255.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,92.0,1.0,3.0,0.0
65.37,7206.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,92.0,1.0,3.0,0.0
65.38,7192.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,92.0,1.0,3.0,0.0
65.39,7172.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,0.0
65.4,7164.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,0.0
65.41,7170.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,2.0,92.0,1.0,3.0,0.0
65.42,7177.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,2.0,92.0,1.0,3.0,0.0
65.43,7181.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,0.0
65.44,7190.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,0.0
65.45,7190.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,0.0
65.46000000000001,7190.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,0.0
65.47,7192.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,0.0
65.48,7189.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,0.0
65.49,7187.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,0.0
65.5,7183.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,0.0
65.51,7182.0,1.4,3.5,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,0.0
65.52,7182.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,100.0
65.53,7181.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,100.0
65.54,7182.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,100.0
65.55,7181.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,0.0
65.56,7181.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,37.0
65.57000000000001,7181.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,87.0
65.58,7180.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,100.0
65.59,7180.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,100.0
65.6,7180.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,100.0
65.61,7179.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,99.0
65.62,7178.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,81.0
65.63,7176.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,92.0,1.0,3.0,89.0
65.64,7175.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,16.0,1.0,92.0,1.0,3.0,0.0
65.65,7176.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,1.0,92.0,1.0,3.0,41.0
65.66,7176.0,18.4,31.7,0.0,0.0,1.0,20.0,0.0,0.0,0.0,1.0,92.0,1.0,3.0,0.0
65.67,7165.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,0.0,92.0,1.0,3.0,93.0
65.68,7136.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,-1.0,92.0,1.0,3.0,92.0
65.69,7091.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,100.0,-1.0,92.0,1.0,3.0,100.0
65.7,6995.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,100.0,-2.0,92.0,1.0,3.0,100.0
65.71000000000001,6959.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,100.0,-0.0,92.0,1.0,3.0,100.0
65.72,6894.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,100.0,-0.0,92.0,1.0,3.0,100.0
65.73,6838.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,-0.0,92.0,1.0,3.0,100.0
65.74,6770.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,92.0,1.0,3.0,100.0
65.75,6728.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,92.0,1.0,3.0,100.0
65.76,6709.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,6.0,0.0,92.0,1.0,3.0,100.0
65.77,6679.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,43.0,-0.0,92.0,1.0,3.0,100.0
65.78,6629.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,91.0,-0.0,92.0,1.0,3.0,100.0
65.79,6584.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,100.0,-0.0,92.0,1.0,3.0,100.0
65.8,6561.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,100.0,0.0,92.0,1.0,3.0,100.0
65.81,6519.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,0.0,10.0,0.0,92.0,1.0,3.0,100.0
65.82000000000001,6459.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,100.0,-0.0,92.0,1.0,3.0,100.0
65.83,6412.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,0.0,92.0,1.0,3.0,100.0
65.84,6388.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,49.0,0.0,92.0,1.0,3.0,100.0
65.85,6303.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,2.0,0.0,92.0,1.0,3.0,100.0
65.86,6283.0,0.0,0.0,0.0,0.0,1.0,20.0,0.0,0.0,0.0,-0.0,92.0,1.0,3.0,100.0
65.87,6237.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,-0.0,92.0,1.0,3.0,100.0
65.88,6210.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,-1.0,92.0,1.0,3.0,100.0
65.89,6150.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,-1.0,92.0,1.0,3.0,100.0
65.9,6036.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,-2.0,92.0,1.0,3.0,97.0
65.91,5993.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,-2.0,92.0,1.0,3.0,97.0
65.92,5897.0,0.0,0.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,-3.0,92.0,1.0,3.0,97.0
65.93,5787.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-2.0,92.0,1.0,3.0,88.0
65.94,5642.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.0,92.0,1.0,3.0,81.0
65.95,5608.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,92.0,1.0,3.0,77.0
65.96000000000001,5550.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,92.0,1.0,3.0,79.0
65.97,5481.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,92.0,1.0,3.0,81.0
65.98,5441.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,92.0,1.0,3.0,66.0
65.99,5403.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,92.0,1.0,3.0,1.0
66.0,5367.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,92.0,1.0,3.0,79.0
66.01,5331.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,92.0,1.0,3.0,80.0
66.02,5297.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,92.0,1.0,3.0,78.0
66.03,5261.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,92.0,1.0,3.0,78.0
66.04,5226.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,92.0,1.0,3.0,78.0
66.05,5175.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,92.0,1.0,3.0,78.0
66.06,5157.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,92.0,1.0,3.0,72.0
66.07000000000001,5122.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,92.0,1.0,3.0,70.0
66.08,5106.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,92.0,1.0,3.0,69.0
66.09,5072.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,92.0,1.0,3.0,67.0
66.1,5021.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,92.0,1.0,3.0,67.0
66.11,5005.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,92.0,1.0,3.0,67.0
66.12,4971.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,92.0,1.0,3.0,67.0
66.13,4922.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,92.0,1.0,3.0,67.0
66.14,4888.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,92.0,1.0,3.0,67.0
66.15,4855.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,92.0,1.0,3.0,67.0
66.16,4822.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,92.0,1.0,3.0,67.0
66.17,4773.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,92.0,1.0,3.0,67.0
66.18,4758.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,92.0,1.0,3.0,67.0
66.19,4725.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,92.0,1.0,3.0,67.0
66.2,4708.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,92.0,1.0,3.0,67.0
66.21000000000001,4676.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,92.0,1.0,3.0,67.0
66.22,4627.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,92.0,1.0,3.0,67.0
66.23,4596.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,92.0,1.0,3.0,67.0
66.24,4581.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,92.0,1.0,3.0,67.0
66.25,4532.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,92.0,1.0,3.0,67.0
66.26,4501.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,92.0,1.0,3.0,67.0
66.27,4470.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,92.0,1.0,3.0,67.0
66.28,4438.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,92.0,1.0,3.0,67.0
66.29,4391.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,92.0,1.0,3.0,67.0
