,/'DataLog'/'Speed',/'DataLog'/'FrontBPS',/'DataLog'/'RearBPS',/'DataLog'/'Active_Regen_Flag ',/'DataLog'/'RegenStatus',/'DataLog'/'Regen_Flag',/'DataLog'/'Regen_Limit',/'DataLog'/'Rear_Bps_Value',/'DataLog'/'Front_BPS_Value',/'DataLog'/'Throttle',/'DataLog'/'Torque_Act',/'DataLog'/'Kalman_Filter_SOC',/'DataLog'/'STA_BrakeStatus ',/'DataLog'/'Vehicle_Speed',/'DataLog'/'Throttle(%)'
8.3,3308.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.31,3293.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.32,3260.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.33,3229.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.34,3213.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.35,3166.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.36,3151.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.370000000000001,3104.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.38,3073.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.39,3042.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,93.0,1.0,1.0,100.0
8.4,3011.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,93.0,1.0,1.0,100.0
8.41,2981.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.42,2966.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.43,2921.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.44,2891.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.45,2861.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.46,2845.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.47,2803.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,93.0,1.0,1.0,100.0
8.48,2772.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.49,2742.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.5,2713.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.51,2699.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.52,2656.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.53,2626.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.540000000000001,2612.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,93.0,1.0,1.0,100.0
8.55,2583.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.56,2540.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.57,2513.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,93.0,1.0,1.0,100.0
8.58,2485.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.59,2456.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,93.0,1.0,1.0,100.0
8.6,2428.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.61,2401.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.620000000000001,2373.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.63,2359.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.64,2318.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.65,2292.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.66,2263.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.67,2237.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.68,2196.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.69,2183.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.700000000000001,2156.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,93.0,1.0,1.0,100.0
8.71,2144.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.72,2104.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.73,2090.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.74,2065.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.75,2026.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.76,1999.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.0,93.0,1.0,1.0,100.0
8.77,1973.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.78,1960.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.790000000000001,1922.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,93.0,1.0,1.0,100.0
8.8,1897.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0,0.0,93.0,1.0,1.0,100.0
8.81,1871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,93.0,1.0,1.0,100.0
8.82,1847.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,93.0,1.0,1.0,100.0
8.83,1810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
8.84,1790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
8.85,1779.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,93.0,1.0,1.0,100.0
8.86,1760.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,63.0,0.0,93.0,1.0,1.0,100.0
8.870000000000001,1737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
8.88,1729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
8.89,1709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
8.9,1698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
8.91,1669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
8.92,1652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
8.93,1638.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
8.94,1665.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,5.0,93.0,1.0,1.0,100.0
8.950000000000001,1703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,6.0,93.0,1.0,1.0,100.0
8.96,1819.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,7.0,93.0,1.0,1.0,100.0
8.97,1966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,7.0,93.0,1.0,1.0,100.0
8.98,2047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,7.0,93.0,1.0,1.0,100.0
8.99,2308.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,7.0,93.0,1.0,1.0,100.0
9.0,2491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,7.0,93.0,1.0,1.0,100.0
9.01,2678.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,7.0,93.0,1.0,1.0,100.0
9.02,2772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,7.0,93.0,1.0,1.0,100.0
9.03,2959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,7.0,93.0,1.0,1.0,100.0
9.040000000000001,3232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,7.0,93.0,1.0,1.0,100.0
9.05,3407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,6.0,93.0,1.0,1.0,100.0
9.06,3571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,6.0,93.0,1.0,1.0,100.0
9.07,3799.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,5.0,93.0,1.0,1.0,100.0
9.08,3872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,5.0,93.0,1.0,1.0,100.0
9.09,4007.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,5.0,93.0,1.0,1.0,100.0
9.1,4073.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,5.0,93.0,1.0,1.0,100.0
9.11,4257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,5.0,93.0,1.0,1.0,100.0
9.120000000000001,4373.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,5.0,93.0,1.0,1.0,100.0
9.13,4482.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4.0,93.0,1.0,1.0,100.0
9.14,4587.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4.0,93.0,1.0,1.0,100.0
9.15,4733.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4.0,93.0,1.0,1.0,100.0
9.16,4775.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,3.0,93.0,1.0,1.0,100.0
9.17,4834.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2.0,93.0,1.0,1.0,100.0
9.18,4853.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.19,4873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.200000000000001,4870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.21,4862.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.22,4858.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
9.23,4839.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.24,4826.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
9.25,4811.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
9.26,4793.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,0.0
9.27,4778.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.28,4772.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.290000000000001,4760.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.3,4754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.31,4740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.32,4737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.33,4737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.34,4741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.35,4743.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.36,4747.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.370000000000001,4750.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.38,4753.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.39,4755.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.4,4756.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.41,4757.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.42,4755.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.43,4751.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.44,4749.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,0.0
9.450000000000001,4748.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.46,4748.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.47,4748.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.48,4748.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.49,4746.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.5,4748.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.51,4746.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.52,4747.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.53,4748.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.540000000000001,4746.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.55,4747.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.56,4747.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.57,4746.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.58,4746.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.59,4746.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.6,4747.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.61,4746.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,26.0,1.0,93.0,1.0,1.0,100.0
9.620000000000001,4746.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.63,4742.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
9.64,4724.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
9.65,4698.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
9.66,4653.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
9.67,4623.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
9.68,4595.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,100.0,2.0,93.0,1.0,1.0,100.0
9.69,4595.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,100.0,2.0,93.0,1.0,1.0,100.0
9.700000000000001,4586.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,100.0,2.0,93.0,1.0,1.0,100.0
9.71,4598.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,100.0,2.0,93.0,1.0,1.0,100.0
9.72,4619.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,100.0,2.0,93.0,1.0,1.0,100.0
9.73,4663.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,100.0,2.0,93.0,1.0,1.0,100.0
9.74,4693.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,2.0,93.0,1.0,1.0,100.0
9.75,4722.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,2.0,93.0,1.0,1.0,100.0
9.76,4737.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,2.0,93.0,1.0,1.0,100.0
9.77,4768.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.78,4778.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.790000000000001,4778.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.8,4776.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.81,4771.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.82,4758.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.83,4752.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.84,4749.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.85,4745.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.86,4742.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.870000000000001,4743.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,100.0,2.0,93.0,1.0,1.0,100.0
9.88,4745.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.89,4748.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.9,4749.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.91,4752.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.92,4753.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.93,4753.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.94,4754.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.950000000000001,4753.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.96,4754.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.97,4754.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.98,4753.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
9.99,4753.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
10.0,4753.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
10.01,4753.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
10.02,4753.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
10.03,4753.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
10.040000000000001,4752.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
10.05,4752.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
10.06,4753.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
10.07,4752.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
10.08,4752.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
10.09,4752.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,13.0,1.0,93.0,1.0,1.0,100.0
10.1,4750.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
10.11,4745.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
10.120000000000001,4737.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,100.0,-0.0,93.0,1.0,1.0,100.0
10.13,4708.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
10.14,4677.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
10.15,4629.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
10.16,4599.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
10.17,4571.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,100.0,2.0,93.0,1.0,1.0,100.0
10.18,4563.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,100.0,2.0,93.0,1.0,1.0,100.0
10.19,4574.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,100.0,2.0,93.0,1.0,1.0,100.0
10.200000000000001,4598.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,100.0,2.0,93.0,1.0,1.0,100.0
10.21,4626.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,100.0,2.0,93.0,1.0,1.0,100.0
10.22,4643.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,100.0,2.0,93.0,1.0,1.0,100.0
10.23,4696.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,100.0,2.0,93.0,1.0,1.0,100.0
10.24,4730.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,2.0,93.0,1.0,1.0,100.0
10.25,4758.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,2.0,93.0,1.0,1.0,100.0
10.26,4768.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
10.27,4780.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
10.28,4780.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,94.0,1.0,93.0,1.0,1.0,100.0
10.290000000000001,4778.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,24.0,1.0,93.0,1.0,1.0,100.0
10.3,4764.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,1.0,93.0,1.0,1.0,100.0
10.31,4751.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
10.32,4740.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
10.33,4714.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
10.34,4685.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,2.0
10.35,4640.0,0.1,0.4,0.0,0.0,0.0,10.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,31.0
10.36,4613.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,0.0,93.0,1.0,1.0,100.0
10.370000000000001,4603.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,2.0,93.0,1.0,1.0,100.0
10.38,4608.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,100.0,2.0,93.0,1.0,1.0,100.0
